Order Num,Pick_node,completed_time_mode_1,completed_time_mode_2
99,16,Day: 03   21:16:42,Day: 03   20:48:22
99,17,Day: 03   21:16:42,Day: 03   20:52:57
99,20,Day: 03   21:16:42,Day: 03   20:57:32
99,27,Day: 03   21:16:42,Day: 03   21:02:07
99,36,Day: 03   21:16:42,Day: 03   21:06:42
99,37,Day: 03   21:16:42,Day: 03   21:11:17
99,47,Day: 03   21:16:42,Day: 03   21:15:52
100,11,Day: 03   21:20:25,Day: 03   21:17:45
100,14,Day: 03   21:20:25,Day: 03   21:19:00
100,54,Day: 03   21:20:25,Day: 03   21:20:15
101,9,Day: 03   21:22:06,Day: 03   21:21:11
101,28,Day: 03   21:22:06,Day: 03   21:22:01
102,3,Day: 03   22:55:52,Day: 03   21:27:12
102,7,Day: 03   22:55:52,Day: 03   21:33:27
102,15,Day: 03   22:55:52,Day: 03   21:39:42
102,16,Day: 03   22:55:52,Day: 03   21:45:57
102,22,Day: 03   22:55:52,Day: 03   21:52:12
102,23,Day: 03   22:55:52,Day: 03   21:58:27
102,27,Day: 03   22:55:52,Day: 03   22:04:42
102,29,Day: 03   22:55:52,Day: 03   22:10:57
102,39,Day: 03   22:55:52,Day: 03   22:17:12
102,41,Day: 03   22:55:52,Day: 03   22:23:27
102,43,Day: 03   22:55:52,Day: 03   22:29:42
102,45,Day: 03   22:55:52,Day: 03   22:35:57
102,49,Day: 03   22:55:52,Day: 03   22:42:12
102,51,Day: 03   22:55:52,Day: 03   22:48:27
102,52,Day: 03   22:55:52,Day: 03   22:54:42
103,7,Day: 03   22:57:30,Day: 03   22:56:35
103,20,Day: 03   22:57:30,Day: 03   22:57:25
104,11,Day: 03   22:57:56,Day: 03   22:57:56
